id,code_kpgz,name
1083,01.02.10.13.17,"ПЕРЧАТКИ ХИРУРГИЧЕСКИЕ СИНТЕТИЧЕСКИЕ НЕОПУДРЕННЫЕ, СТЕРИЛЬНЫЕ"
1084,01.20.01.05.02,ПУРИФАЙЕРЫ
1085,01.11.01.06.05,ПРИБОРЫ УЧЕТА ГАЗА
1086,01.13.10.12,МУЛЬТИМЕДИЙНОЕ ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ
1087,01.15.02.06.03,ТЕТРАДЬ РАЗЛИЧНОГО НАЗНАЧЕНИЯ
1088,01.15.01.01.01.02,БУМАГА ДЛЯ ОФИСНОЙ ТЕХНИКИ ЦВЕТНАЯ
1089,03.22.04,КОНСАЛТИНГ КАДРОВЫЙ
1090,01.11.03.01.02.02.02.05,ПРОКАТ ЛИСТОВОЙ СТАЛЬНОЙ С РИФЛЕНИЕМ
1091,01.11.03.01.02.02.01.18,ПРОФИЛИ СТАЛЬНЫЕ ЛИСТОВЫЕ ГНУТЫЕ С ТРАПЕЦИЕВИДНЫМИ ГОФРАМИ ИЗ ОЦИНКОВАННОЙ СТАЛИ
1092,01.09.08.10.06.02,ПЛАСТЫРЬ КОРДОВЫЙ ДЛЯ РЕМОНТА КОЛЕС
1093,01.01.15.06,СИРОПЫ
1094,01.11.02.02.03.02,ПИЛЫ РУЧНЫЕ
1095,01.02.11.01.12.04.03,МИКРОТОМЫ
1096,01.08.01.17.09,ШТАНГИ РАЗБОРНЫЕ
1097,01.08.01.17.32.03,ГРИФЫ ПРЯМЫЕ
1098,01.02.10.40.02.10,ГУБКИ ДЛЯ УХОДА ЗА БОЛЬНЫМИ
1099,02.11.02,РЕМОНТ СПЕЦТЕХНИКИ
1100,01.24.16.08,ПОЛОТЕНЦЕ ТЕКСТИЛЬНОЕ БЫТОВОЕ
1101,01.15.02.03,ПЛАНИНГИ
1102,01.24.08,ПРЯЖА
1103,01.02.10.44.58,ПРОСТЫНИ ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ
1104,01.11.02.07,ИНСТРУМЕНТ И ОБОРУДОВАНИЕ КУЗНЕЧНЫЕ
1105,01.11.04.02.03.06,ШТОРЫ РУЛОННЫЕ ИЗ ТКАНИ
1106,01.02.11.04.12.04,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ОБОРУДОВАНИЯ ПАТОМОРФОЛОГИИ"
1107,01.02.10.36.18,"ПЛАСТИНА КАЛОПРИЕМНИКА, ПЛОСКАЯ"
1108,01.11.03.01.04.02.90,АЛЮМИНИЙ И МЕТАЛЛОИЗДЕЛИЯ ИЗ АЛЮМИНИЯ ПРОЧИЕ
1109,01.13.11.01.05,УСТРОЙСТВА ОФИСНЫЕ ДЛЯ УНИЧТОЖЕНИЯ ДОКУМЕНТОВ
1110,01.02.11.04.09.01.02,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АППАРАТОВ НАРКОЗНО-ДЫХАТЕЛЬНОГО"
1111,03.07.04.01.01,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ СПОРТИВНОГО ОБОРУДОВАНИЯ
1112,01.04.04.16,ПРИБОРЫ ОСВЕТИТЕЛЬНЫЕ МОБИЛЬНЫЕ ДЛЯ СПАСАТЕЛЬНЫХ СЛУЖБ И СЛУЖБ ГРАЖДАНСКОЙ ОБОРОНЫ
1113,01.15.07.19,ПЛАСТИЛИН ДЛЯ ДЕТСКОГО ТВОРЧЕСТВА
1114,01.02.11.01.14.22,СМЕСИТЕЛЬ ДЛЯ СТОМАТОЛОГИЧЕСКОГО СЛЕПОЧНОГО МАТЕРИАЛА
1115,01.25.71,ШКАФЫ СУШИЛЬНЫЕ ПРОМЫШЛЕННЫЕ
1116,03.31.01.01,АРЕНДА ЗДАНИЙ И ПОМЕЩЕНИЙ
1117,01.11.03.15.02,ЛЮКИ СМОТРОВЫХ КОЛОДЦЕВ ПОЛИМЕРНЫЕ
1118,01.11.01.03.11.01,ТЕРМОСТАТЫ
1119,01.19.09.04,РЮКЗАКИ ТУРИСТИЧЕСКИЕ
1120,01.02.09.07.01,"ПРОТИВОМИКРОБНЫЕ ПРЕПАРАТЫ ДЛЯ СИСТЕМНОГО ИСПОЛЬЗОВАНИЯ,J01"
1121,01.15.09,СУВЕНИРЫ И НАГРАДЫ
1122,01.11.04.03.02.13.02,КАБЕЛИ КОНТРОЛЬНЫЕ
1123,01.15.05.09.03,РАМКИ ДЕРЕВЯННЫЕ
1124,01.13.03.06,ОБОРУДОВАНИЕ СЕРВЕРНОЕ
1125,01.25.17.10,ПЛАЗМОТРОНЫ
1126,01.01.01.13.02.02,ЛИСТ ЛАВРОВЫЙ СУШЕНЫЙ
1127,01.11.02.10.03.02,ПРУТКИ ПРИСАДОЧНЫЕ СВАРОЧНЫЕ
1128,01.08.01.06.13,АКВАТРЕНЕРЫ
1129,03.08.03.01.02.99,УСЛУГИ ПО ОБРАЩЕНИЮ С ПРОЧИМИ ОТХОДАМИ
1130,01.15.05.03.01.01,ДОСКИ МАГНИТНО-МАРКЕРНЫЕ
1131,01.02.11.01.13.04.06.20,ТРЕНАЖЕР МЕХАНИЧЕСКИЙ ДЛЯ ЦЕНТРАЛЬНЫХ ЧАСТЕЙ ТЕЛА
1132,01.11.01.01.06,ВОЗДУШНЫЕ ЗАВЕСЫ
1133,01.02.11.04.01.03,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ОБОРУДОВАНИЯ МАГНИТНО-РЕЗОНАНСНОЙ ТОМОГРАФИИ"
1134,01.16.06.05,СТОЙКИ НАПОЛЬНЫЕ
1135,01.12.05.04,СНЕГООТБРАСЫВАТЕЛИ МАЛОГАБАРИТНЫЕ
1136,01.11.03.05.13.05,ПОКРЫТИЯ ЗАЩИТНОЕ УКРЕПЛЯЮЩИЕ
1137,03.30.05.08,УСЛУГИ ПО АТТЕСТАЦИИ ПЕРСОНАЛА
1138,01.20.06.03.01,СЕРВИЗЫ ИЗ ФАРФОРА
1139,01.13.13.01.03,РАСХОДНЫЕ МАТЕРИАЛЫ И КОМПЛЕКТУЮЩИЕ ДЛЯ МАТРИЧНЫХ ПРИНТЕРОВ
1140,01.26.02.04.01.32,СПИРТ МЕТИЛОВЫЙ
1141,01.02.10.43.06.04,ЭКСПРЕСС-ТЕСТЫ ДЛЯ БЕСПРИБОРНОЙ ДИАГНОСТИКИ
1142,01.02.11.01.04.02,СТАНЦИИ ЦЕНТРАЛЬНЫЕ МОНИТОРИРОВАНИЯ ФУНКЦИЙ
1143,01.11.02.01.05,ФЕНЫ СТРОИТЕЛЬНЫЕ
1144,01.20.04.01.12,СРЕДСТВА ЧИСТЯЩИЕ ДЛЯ АВТОМОБИЛЕЙ
1145,01.20.07.13.04,ДОЗАТОРЫ (ДИСПЕНСЕРЫ) ДЛЯ ЖИДКИХ БЫТОВЫХ СРЕДСТВ
1146,01.10.06.01,КИСЛОРОД ТЕХНИЧЕСКИЙ
1147,01.19.10.09,ОДЕЖДА СПЕЦИАЛЬНАЯ ДЛЯ ЗАЩИТЫ ОТ ИСКР И БРЫЗГ РАСПЛАВЛЕННОГО МЕТАЛЛА
1148,01.19.10.11,ОДЕЖДА СПЕЦИАЛЬНАЯ (КОМПЛЕКТ ИНДИВИДУАЛЬНЫЙ ЭКРАНИРУЮЩИЙ) ДЛЯ ЗАЩИТЫ ОТ ЭЛЕКТРИЧЕСКИХ ПОЛЕЙ ПРОМЫШЛЕННОЙ ЧАСТОТЫ
1149,01.12.02.01,РЕАГЕНТЫ ПРОТИВОГОЛОЛЕДНЫЕ ТВЕРДЫЕ
1150,01.08.01.01.01.14,ТРЕНАЖЕР ЛЕСТНИЦА
1151,01.19.10.03,ОДЕЖДА СПЕЦИАЛЬНАЯ ДЛЯ ЗАЩИТЫ ОТ НЕБЛАГОПРИЯТНЫХ ПОГОДНЫХ УСЛОВИЙ
1152,01.16.08.01,ПОЛКИ НАВЕСНЫЕ
1153,01.11.02.01.25,ТОЧИЛА ЭЛЕКТРИЧЕСКИЕ
1154,01.02.10.48.14.25,"ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ ""DRAEGER"""
1155,03.07.01.01.02,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ НЕЖИЛЫХ ПОМЕЩЕНИЙ И ЗДАНИЙ
1156,01.18.08,СЕМЕНА ГАЗОННЫХ ТРАВ
1157,01.20.07.11.07,УСТРОЙСТВА И ПРИСПОСОБЛЕНИЯ ДЛЯ УПАКОВКИ
1158,01.01.08.03.04,ПРОДУКТЫ ИЗ МЯСА ГОТОВЫЕ
1159,01.15.04.06,МЕЛ ДЛЯ ПИСЬМА НА ДОСКЕ
1160,01.20.04.01.04,ПОРОШКИ ЧИСТЯЩИЕ
1161,01.19.01.18.06,КОСТЮМЫ СПОРТИВНЫЕ ДЛЯ ВЗРОСЛЫХ
1162,01.19.01.01,ОДЕЖДА ДЛЯ ВЗРОСЛЫХ ФОРМЕННАЯ
1163,01.02.11.04.09.01.05,"СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ГЕМОДИАЛИЗНЫХ АППАРАТОВ (ИСКУССТВЕННАЯ ПОЧКА)"
1164,01.13.17.08,ВИДЕОКАРТЫ
1165,01.08.01.09.18,СТАНКИ ХОРЕОГРАФИЧЕСКИЕ
1166,01.11.01.07.01.11,НАСОСЫ ЦИРКУЛЯЦИОННЫЕ
1167,01.19.10.16.02,КАСКИ ЗАЩИТНЫЕ
1168,01.11.02.09.21,ВТУЛКИ ПЕРЕХОДНЫЕ
1169,01.15.05.13,КОВРИКИ КАНЦЕЛЯРСКИЕ
1170,01.02.10.29.15,"ПАКЕТЫ ДЛЯ СБОРА, ХРАНЕНИЯ И ТРАНСПОРТИРОВКИ МЕДИЦИНСКИХ ОТХОДОВ"
1171,01.12.06.01,НАВЕСНОЕ ОБОРУДОВАНИЕ ДЛЯ СПЕЦТЕХНИКИ
1172,01.03.02.02,КОНТРОЛЛЕРЫ СИСТЕМ КОНТРОЛЯ И УПРАВЛЕНИЯ ДОСТУПОМ
1173,01.13.09.06.03,ТЕЛЕФОНЫ МИКРОСОТОВЫЕ
1174,01.11.02.10.03.03.02,ПРОВОЛОКА СВАРОЧНАЯ СТАЛЬНАЯ
1175,01.16.07.01.07,ШКАФЫ ДЛЯ ТУБУСОВ И КЛЮЧЕЙ МЕТАЛЛИЧЕСКИЕ
1176,01.02.11.01.03.41.01,"СТОЛ ДЛЯ ОФТАЛЬМОЛОГИЧЕСКИХ ИНСТРУМЕНТОВ, С ПИТАНИЕМ ОТ СЕТИ"
1177,01.02.11.01.06.03.07.05,"ТЕРМОМЕТР КАПИЛЛЯРНЫЙ ДЛЯ ИЗМЕРЕНИЯ ТЕМПЕРАТУРЫ ТЕЛА ПАЦИЕНТА, БЕЗРТУТНЫЙ, НЕСПИРТОВОЙ"
1178,03.08.03.01.02.02,УСЛУГИ ПО ОБРАЩЕНИЮ С ОТХОДАМИ СТРОИТЕЛЬСТВА И СНОСА
1179,01.11.06.01.01,ТРУБЫ СТЕКЛОПЛАСТИКОВЫЕ И СТЕКЛОБАЗАЛЬТОПЛАСТИКОВЫЕ
1180,01.08.01.01.02.03.01,СУМКИ СПОРТИВНЫЕ
1181,01.15.05.01.06.02,"ЛОТКИ, НАКОПИТЕЛИ ДЛЯ БУМАГ МЕТАЛЛИЧЕСКИЕ"
1182,01.11.03.01.04.04.01,ШИНЫ МЕДНЫЕ ДЛЯ ЭЛЕКТРОТЕХНИЧЕСКИХ ЦЕЛЕЙ
1183,01.04.01.21,ГОЛОВКИ СОЕДИНИТЕЛЬНЫЕ ПОЖАРНЫЕ
1184,01.11.02.01.99,ИНСТРУМЕНТ МОТОРИЗОВАННЫЙ ПРОЧИЙ
1185,01.02.10.49.49,РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ НАРКОЗНО-ДЫХАТЕЛЬНЫХ АППАРАТОВ
1186,01.10.04.03.07,БАТАРЕИ АККУМУЛЯТОРНЫЕ ЭЛЕКТРИЧЕСКИЕ ПРОЧИЕ
1187,01.02.11.01.16.22.01,"АСПИРАТОР НАЗАЛЬНЫЙ, С ЭЛЕКТРОПИТАНИЕМ"
1188,01.02.10.34.19,ИНСТРУМЕНТЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ТРАВМАТОЛОГИИ И ОРТОПЕДИИ
1189,01.09.08.10.06.06,КЛЕЙ ДЛЯ РЕМОНТА КОЛЕС
1190,01.11.02.03.08,ДАЛЬНОМЕРЫ ЛАЗЕРНЫЕ
1191,01.08.01.17.27,СТЕЛЛАЖИ ДЛЯ ГАНТЕЛЕЙ
1192,01.13.09.02.01,МОДЕМЫ
1193,03.31.03.05.01.06,АРЕНДА АВТОКРАНОВ С ЭКИПАЖЕМ
1194,01.04.01.07.14.02,КОВРИКИ ДИЭЛЕКТРИЧЕСКИЕ РЕЗИНОВЫЕ
1195,02.17.06.02,ИЗГОТОВЛЕНИЕ ШТАМПОВ
1196,01.14.06,"ЛИТЕРАТУРА СПРАВОЧНАЯ, СЛОВАРИ НЕ ДЛЯ ОБУЧЕНИЯ"
1197,01.01.01.01.03,КРУПА КУКУРУЗНАЯ
1198,01.20.04.01.10,СРЕДСТВА ЧИСТЯЩИЕ ДЛЯ КАНАЛИЗАЦИОННЫХ ТРУБ
1199,01.20.05.04,ПРИНАДЛЕЖНОСТИ ДЛЯ КОСМЕТИЧЕСКИХ ПРОЦЕДУР
1200,01.15.05.09.01,РАМКИ ПЛАСТИКОВЫЕ
1201,01.11.04.03.02.06,КАБЕЛИ И ПРОВОДА СВЯЗИ
1202,01.11.04.03.02.01.10,КАБЕЛИ СИЛОВЫЕ С ПЛАСТМАССОВОЙ ИЗОЛЯЦИЕЙ СРЕДНЕГО НАПРЯЖЕНИЯ
1203,01.13.10.06,ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ ПРИКЛАДНОЕ СЕРВЕРНОЕ (КРОМЕ ЗАКАЗНОГО)
1204,01.26.04.06,СМОЛЫ ИОНООБМЕННЫЕ
1205,01.26.01.02.03.01.27,НАТРИЙ СЕРНИСТОКИСЛЫЙ
1206,01.04.04.14,ТЕПЛОВИЗОРЫ
1207,01.11.03.04.04.01,ЦЕМЕНТ СТРОИТЕЛЬНЫЙ
1208,01.05.02.03,КОНСТРУКЦИИ МОДУЛЬНЫЕ СБОРНО-РАЗБОРНЫЕ БЫСТРОВОЗВОДИМЫЕ ЭКОЛОГИЧНЫЕ
1209,01.02.11.01.14.36,НАКОНЕЧНИКИ СТОМАТОЛОГИЧЕСКИЕ ТУРБИННЫЕ
1210,01.04.04.23,ТЕХНИЧЕСКИЕ СРЕДСТВА ОПОВЕЩЕНИЯ НАСЕЛЕНИЯ
1211,01.03.02.01.01,СИСТЕМЫ ДОМОФОННЫЕ
1212,01.03.06.01,ЗАПАСНЫЕ ЧАСТИ ДЛЯ ОХРАННО-ПОЖАРНОЙ СИГНАЛИЗАЦИИ
1213,01.02.10.43.24,РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ОТКРЫТОГО ТИПА
1214,01.02.11.01.07.05.05,МАШИНА МОЮЩАЯ/ДЕЗИНФИЦИРУЮЩАЯ ДЛЯ ХИРУРГИЧЕСКИХ ИНСТРУМЕНТОВ/ОБОРУДОВАНИЯ
1215,01.11.01.07.19,ОБОРУДОВАНИЕ ДЛЯ ФИЛЬТРОВАНИЯ ИЛИ ОЧИСТКИ ВОДЫ
1216,01.02.11.01.18.07.04,МАНЕКЕНЫ-ТРЕНАЖЕРЫ ИМИТАЦИИ ЧЕЛОВЕКА
1217,01.15.07.17,АЛЬБОМЫ ДЛЯ РИСОВАНИЯ
1218,01.11.04.09.02.01,КАМЕНЬ БОРТОВОЙ БЕТОННЫЙ
1219,01.11.04.01.01.07.04,КОМПЛЕКТУЮЩИЕ ДЛЯ ДВЕРЕЙ
1220,01.15.05.02.06.01.04,ОБЛОЖКИ ДЛЯ ТЕРМОПЕРЕПЛЕТА
1221,01.02.10.43.12,МАТЕРИАЛЫ ДЛЯ ФИЛЬТРАЦИИ
1222,01.11.02.06.03.06,ШТАБЕЛЕРЫ
1223,03.14.03.01,СТРАХОВАНИЕ АВТОГРАЖДАНСКОЙ ОТВЕТСТВЕННОСТИ ВОДИТЕЛЯ
1224,01.02.10.50.32.04,САНИТАРНО-ГИГИЕНИЧЕСКИЕ СРЕДСТВА
1225,01.11.02.05.01.99,АППАРАТЫ СВАРОЧНЫЕ ПРОЧИЕ
1226,01.13.09.11,СРЕДСТВА ПРЯМОЙ ДИСПЕТЧЕРСКОЙ СВЯЗИ И ОПОВЕЩЕНИЯ
1227,01.02.11.01.07.04.02,ОБЛУЧАТЕЛИ БАКТЕРИЦИДНЫЕ
1228,01.01.01.19.01.01,НАПИТКИ ЧАЙНЫЕ
1229,01.02.11.01.13.02.29.06,ЛАМПЫ ДЛЯ ФОТОДИНАМИЧЕСКОЙ ТЕРАПИИ
1230,03.10.02.06,УСЛУГИ ПО ОБЕСПЕЧЕНИЮ ПОЖАРНОЙ БЕЗОПАСНОСТИ
1231,03.07.03.99,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ ПРОЧЕГО ТРАНСПОРТА
1232,01.11.02.02.07.01.03,КЛЮЧИ ГАЕЧНЫЕ ТОРЦОВЫЕ
1233,01.01.10.02.01,СЛИВКИ ПИТЬЕВЫЕ
1234,03.36.09,УСЛУГИ ПО СТИРКЕ И ОБРАБОТКЕ БЕЛЬЯ
1235,01.11.05.06.20,ИЗДЕЛИЯ ПРОФИЛИРОВАННЫЕ ИЗ ПОЛИМЕРНЫХ МАТЕРИАЛОВ
1236,01.02.10.12.02.01,"ГЕМОСТАТИЧЕСКИЕ СРЕДСТВА НА ОСНОВЕ ЖЕЛАТИНА, КОЛЛАГЕНА, ЖИРНЫХ КИСЛОТ"
1237,01.20.07.10.01,ПРИНАДЛЕЖНОСТИ ГАРДЕРОБНЫЕ ПЛАСТМАССОВЫЕ
1238,01.11.04.03.02.03,ПРОВОДА СИЛОВЫЕ
1239,01.11.03.09.02.11,ЛЕНТЫ ТЕПЛОИЗОЛЯЦИОННЫЕ
1240,01.20.05.01.05.01.02,СКРАБЫ ДЛЯ РУК
1241,03.30.05.07,ОЦЕНКА СПЕЦИАЛЬНАЯ УСЛОВИЙ ТРУДА
1242,01.02.10.43.01.24.02,"РЕАГЕНТЫ ДЛЯ АНАЛИЗАТОРОВ ПРОИЗВОДСТВА ""RADIOMETER"""
1243,01.20.03.03.05.04,КОРЗИНЫ ДЛЯ БУМАГ МЕТАЛЛИЧЕСКИЕ
1244,01.02.11.01.06.04.01.01,"ДИНАМОМЕТР ЛИБО ИЗМЕРИТЕЛЬ СИЛЫ ЩИПКА РУЧНОЙ, МЕХАНИЧЕСКИЙ"
1245,01.02.11.01.09.07.08,УСТРОЙСТВА ОБОГРЕВА ПАЦИЕНТА НА ОПЕРАЦИОННОМ СТОЛЕ
1246,01.20.07.11.08,ЛЕНТА КЛЕЙКАЯ УПАКОВОЧНАЯ
1247,01.04.01.07.10,ПОДСТАВКИ ДЛЯ ОГНЕТУШИТЕЛЕЙ
1248,01.03.07.01,СРЕДСТВА ТЕХНИЧЕСКИЕ ОРГАНИЗАЦИИ ДОРОЖНОГО ДВИЖЕНИЯ
1249,01.02.11.03.15.03,СТОЛЫ МЕДИЦИНСКИЕ МЕТАЛЛИЧЕСКИЕ
1250,01.13.02.01.01,КОМПЬЮТЕРЫ ПЛАНШЕТНЫЕ
1251,01.11.02.02.03.08,РУБАНКИ РУЧНЫЕ
1252,03.31.03.05.01.02,АРЕНДА АВТОБЕТОНОНАСОСОВ С ЭКИПАЖЕМ
1253,01.19.01.07.01,ДЖЕМПЕРЫ ДЛЯ ВЗРОСЛЫХ
1254,03.13.09,УСЛУГИ ПО ЭКСПЛУАТАЦИИ ИНФОРМАЦИОННЫХ СИСТЕМ И ПРОГРАММНО-ТЕХНИЧЕСКОГО КОМПЛЕКСА
1255,01.02.11.01.11.11,ПОМПЫ ИНСУЛИНОВЫЕ НОСИМЫЕ
1256,01.20.07.11.06.01.01.01,БУТЫЛКИ ИЗ ПОЛИЭТИЛЕНТЕРЕФТАЛАТА (ПЭТ) ДЛЯ ПИЩЕВЫХ ЖИДКОСТЕЙ
1257,01.20.03.04.04.02.02,"РУКАВИЦЫ ХОЗЯЙСТВЕННЫЕ БРЕЗЕНТОВЫЕ, ТРИКОТАЖНЫЕ"
1258,01.01.01.13.01,ПРИПРАВЫ И ПРЯНОСТИ СМЕШАННЫЕ
1259,01.19.06.20,ОБЛОЖКИ ДЛЯ ДОКУМЕНТОВ
1260,01.11.05.07.05,БЛОКИ ФУНДАМЕНТНЫЕ БЕТОННЫЕ ПОД ОГРАЖДЕНИЯ
1261,01.19.05.01.01,ШАПКИ ЗИМНИЕ ДЛЯ ВЗРОСЛЫХ
1262,01.02.10.10.05.01,"НАБОРЫ ДЛЯ КАТЕТЕРИЗАЦИИ ЦЕНТРАЛЬНЫХ ВЕН ПО ""СЕЛЬДИНГЕРУ"""
1263,01.03.01.08,ИЗВЕЩАТЕЛИ ПОЖАРНЫЕ
1264,01.20.04.09.05,КОНДИЦИОНЕРЫ ДЛЯ БЕЛЬЯ
1265,01.15.05.03.01.03.01,ДОСКИ КОМБИНИРОВАННЫЕ МАГНИТНО-МЕЛОВЫЕ
1266,01.10.05.01.08.01,МАЧТЫ СВЕТОВЫЕ
1267,01.16.31.05,СТЕЛЛАЖИ ДЕТСКИЕ
1268,01.11.09.03.01,"СТРЕМЯНКИ, ЛЕСТНИЦЫ ПЕРЕНОСНЫЕ"
1269,01.20.01.99.10,СУШИЛКИ ДЛЯ РУК
1270,01.13.05.99,УСТРОЙСТВА ХРАНЕНИЯ ДАННЫХ ПРОЧИЕ
1271,01.02.10.43.08,НАБОРЫ ДЛЯ ОПРЕДЕЛЕНИЯ ГРУПП КРОВИ
1272,01.02.10.43.647.01,"ОПРЕДЕЛЕНИЕ ГРУППЫ КРОВИ СИСТЕМЫ АВО ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ"
1273,01.20.10.02,"РАСХОДНЫЕ МАТЕРИАЛЫ, КОМПЛЕКТУЮЩИЕ, ЗАПАСНЫЕ ЧАСТИ ДЛЯ ОБОРУДОВАНИЯ ДЛЯ СТИРКИ И ОБРАБОТКИ БЕЛЬЯ"
1274,01.26.02.04.01.01,АЦЕТОН
1275,01.08.01.09.03,КОВРИКИ ГИМНАСТИЧЕСКИЕ
1276,01.11.04.07,ЛЕСТНИЦЫ И ИХ ЭЛЕМЕНТЫ
1277,01.02.10.12.01.02,ВАТНО-МАРЛЕВЫЕ ИЗДЕЛИЯ
1278,01.11.06.01.02.04,МУФТЫ ИЗ ПОЛИЭТИЛЕНА
1279,01.16.28.04,ФУРНИТУРА ДЛЯ МЕБЕЛИ ПЛАСТИКОВАЯ
1280,01.11.03.09.05.02,ПОДЛОЖКИ
1281,01.19.06.14,КЛЮЧНИЦЫ
1282,01.15.05.03.04.06,ОЧИСТИТЕЛИ ДЛЯ МАРКЕРНЫХ ДОСОК
1283,01.14.08,БРОШЮРЫ
1284,01.11.05.03.01,КАМНИ БЕТОННЫЕ СТЕНОВЫЕ
1285,01.08.01.09.16,МАТЫ ГИМНАСТИЧЕСКИЕ
1286,01.11.10.03.06,БЛОКИ-КОНТЕЙНЕРЫ ИЗ МЕТАЛЛА
1287,01.02.11.01.04.01,МОНИТОРЫ ПАЦИЕНТА МНОГОФУНКЦИОНАЛЬНЫЕ
1288,01.13.11.03.02,ВИДЕОКАМЕРЫ
1289,01.02.10.22.26,РАСХОДНЫЕ МАТЕРИАЛЫ УПАКОВОЧНЫЕ ДЛЯ СТЕРИЛИЗАЦИИ
1290,01.11.01.03.13,ПРИБОРЫ ОТОПИТЕЛЬНЫЕ ЭЛЕКТРИЧЕСКИЕ БЫТОВЫЕ
1291,01.13.12.03.01,СЧЕТЧИКИ БАНКНОТ
1292,01.11.03.05.18,ОБЕЗЖИРИВАТЕЛИ
1293,01.11.03.07.04,СТЕРЖНИ КЛЕЕВЫЕ ДЛЯ ТЕРМОКЛЕЕВОГО ПИСТОЛЕТА
1294,01.02.11.01.04.08,МОНИТОРЫ ФЕТАЛЬНЫЕ КАРДИОЛОГИЧЕСКИЕ
1295,01.02.11.01.08.05.12,СИСТЕМА ХИРУРГИЧЕСКАЯ ДЛЯ АСПИРАЦИИ/ИРРИГАЦИИ
1296,01.13.02.10,НАВИГАТОРЫ СПУТНИКОВЫЕ ТУРИСТИЧЕСКИЕ
1297,03.07.04.03,ОБСЛУЖИВАНИЕ ТЕХНИЧЕСКОЕ И ТЕКУЩИЙ РЕМОНТ БЕНЗО-ЭЛЕКТРОИНСТРУМЕНТА
1298,01.25.04.04,ГИЛЬОТИНЫ ДЛЯ РЕЗКИ ПО МЕТАЛЛУ (ТЕКСТОЛИТУ)
1299,01.07.08.13,ЛАМПЫ-ЛУПЫ
1300,01.11.02.02.03.14,КУВАЛДЫ
1301,01.02.10.48.19.29,"РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ ОБОРУДОВАНИЯ, ПРОИЗВОДСТВА ""HAMILTON MEDICAL"""
1302,02.03.03.03,ОЗЕЛЕНЕНИЕ ТЕРРИТОРИЙ
1303,01.13.16.03.01,ОСЦИЛЛОГРАФЫ ЦИФРОВЫЕ
1304,01.11.01.04.10.03,СИФОНЫ САНТЕХНИЧЕСКИЕ
1305,01.11.01.03.11.07,ТЕРМОРЕГУЛЯТОРЫ
1306,01.10.05.01.01,ОБОРУДОВАНИЕ ДЛЯ СОЗДАНИЯ СВЕТОВЫХ ЭФФЕКТОВ
1307,01.02.11.01.08.01.02.06,ГЕНЕРАТОР ЭЛЕКТРОХИРУРГИЧЕСКОЙ СИСТЕМЫ
1308,01.04.02.09,СНАРЯЖЕНИЕ ВОДОЛАЗНОЕ И КОМПЛЕКТУЮЩИЕ К НЕМУ
1309,01.15.05.02.06.03.02,ШИЛО КАНЦЕЛЯРСКОЕ
1310,01.11.03.09.01.03,ГЕОМЕМБРАНЫ
1311,01.02.09.10.02,"АНАЛЬГЕТИКИ,N02"
1312,01.13.13.04.02,АКСЕССУАРЫ ДЛЯ НОСИТЕЛЕЙ ИНФОРМАЦИИ
1313,01.20.04.01.09,СРЕДСТВА ЧИСТЯЩИЕ ДЛЯ БЫТОВОЙ ТЕХНИКИ
1314,01.16.07.01.04,ШКАФЫ БУХГАЛТЕРСКИЕ МЕТАЛЛИЧЕСКИЕ
1315,01.11.02.01.10,ЭЛЕКТРОПИЛЫ ЦЕПНЫЕ
1316,01.16.08.03,ПОЛКИ КОМПЬЮТЕРНЫЕ
1317,01.20.07.11.04.02,"КОРОБКИ, КОРОБА, ЛОТКИ, ЯЩИКИ ИЗ БУМАГИ И КАРТОНА, КРОМЕ ГОФРИРОВАННОГО"
